Sales,Quantity,Discount,Profit,OrderDate,ShipDate,ShipMode,OrderID,CustomerName,Segment,ProductName,SubCategory,Category,City,States,Region,Country
55.62,2,0.2,5.5616,2017-10-26,2017-10-31,Standard Class,CA-2017-102729,Benjamin Farhat,Home Office,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Storage,Office Supplies,Dallas,Texas,Central,"United States"
427.64,14,0.1,80.7772,2016-10-27,2016-10-31,Standard Class,CA-2016-116596,Ben Wallace,Consumer,"Metal Folding Chairs, Beige, 4/Carton",Chairs,Furniture,New York City,New York,East,"United States"
40.67,7,0.0,12.6077,2016-10-27,2016-10-31,Standard Class,CA-2016-116596,Ben Wallace,Consumer,"Advantus Push Pins, Aluminum Head",Fasteners,Office Supplies,New York City,New York,East,"United States"
33.48,2,0.0,1.3392,2016-10-27,2016-10-31,Standard Class,CA-2016-116596,Ben Wallace,Consumer,Rogers Profile Extra Capacity Storage Tub,Storage,Office Supplies,New York City,New York,East,"United States"
9.73,2,0.2,3.2832,2016-10-27,2016-10-31,Standard Class,CA-2016-116596,Ben Wallace,Consumer,Prestige Round Ring Binders,Binders,Office Supplies,New York City,New York,East,"United States"
8.86,3,0.6,-6.8634,2017-06-12,2017-06-14,Second Class,CA-2017-124191,Troy Staebel,Consumer,"Eldon Expressions Wood Desk Accessories, Oak",Furnishings,Furniture,Chicago,Illinois,Central,"United States"
477.67,2,0.15,84.294,2016-09-25,2016-09-27,First Class,CA-2016-148747,Aaron Smayling,Corporate,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Bookcases,Furniture,San Francisco,California,West,"United States"
16.9,5,0.0,7.774,2017-09-07,2017-09-09,First Class,US-2017-169488,Allen Armold,Consumer,Avoid Verbal Orders Carbonless Minifold Book,Paper,Office Supplies,Providence,Rhode Island,East,"United States"
39.96,2,0.0,18.7812,2017-09-07,2017-09-09,First Class,US-2017-169488,Allen Armold,Consumer,Xerox 191,Paper,Office Supplies,Providence,Rhode Island,East,"United States"
191.97,7,0.2,16.7972,2015-05-11,2015-05-16,Second Class,CA-2015-135727,Paul Stevenson,Home Office,Global Chrome Stack Chair,Chairs,Furniture,Phoenix,Arizona,West,"United States"
35.52,3,0.2,13.32,2015-08-06,2015-08-10,Standard Class,CA-2015-135251,Rachel Payne,Corporate,Avery 505,Labels,Office Supplies,Houston,Texas,Central,"United States"
6.23,5,0.8,-9.6565,2015-08-06,2015-08-10,Standard Class,CA-2015-135251,Rachel Payne,Corporate,Avery Hole Reinforcements,Binders,Office Supplies,Houston,Texas,Central,"United States"
56.7,2,0.2,19.1376,2015-08-06,2015-08-10,Standard Class,CA-2015-135251,Rachel Payne,Corporate,Xerox 1906,Paper,Office Supplies,Houston,Texas,Central,"United States"
369.2,3,0.32,-114.0174,2015-08-06,2015-08-10,Standard Class,CA-2015-135251,Rachel Payne,Corporate,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Bookcases,Furniture,Houston,Texas,Central,"United States"
1.98,2,0.0,0.891,2014-10-29,2014-11-02,Standard Class,CA-2014-166590,Noah Childs,Corporate,Maxell 4.7GB DVD+R 5/Pack,Accessories,Technology,Columbus,Indiana,Central,"United States"
75.88,2,0.0,35.6636,2014-10-29,2014-11-02,Standard Class,CA-2014-166590,Noah Childs,Corporate,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,Office Supplies,Columbus,Indiana,Central,"United States"
6.85,2,0.2,2.14,2016-06-18,2016-06-20,Second Class,CA-2016-131744,Stewart Carmichael,Corporate,Xerox 1900,Paper,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
4.63,2,0.7,-3.855,2016-06-18,2016-06-20,Second Class,CA-2016-131744,Stewart Carmichael,Corporate,DXL Angle-View Binders with Locking Rings by Samsill,Binders,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
453.6,3,0.2,90.72,2016-06-18,2016-06-20,Second Class,CA-2016-131744,Stewart Carmichael,Corporate,Harmony Air Purifier,Appliances,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
13.85,3,0.2,5.193,2015-05-03,2015-05-06,First Class,CA-2015-160864,Nicole Fjeld,Home Office,Avery Binding System Hidden Tab Executive Style Index Sets,Binders,Office Supplies,San Jose,California,West,"United States"
577.58,6,0.2,43.3188,2015-11-10,2015-11-14,Standard Class,CA-2015-147690,Sam Craven,Consumer,Iceberg Mobile Mega Data/Printer Cart ,Storage,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
151.96,4,0.0,36.4704,2015-05-30,2015-06-03,Standard Class,CA-2015-163923,Brendan Dodson,Home Office,Imation-áSecure-áDrive-á+ Hardware Encrypted USB-áflash drive-á- 16 GB,Accessories,Technology,Springfield,Virginia,South,"United States"
68.43,7,0.2,8.554,2016-09-22,2016-09-27,Standard Class,CA-2016-125724,Suzanne McNair,Corporate,Aluminum Document Frame,Furnishings,Furniture,Broomfield,Colorado,West,"United States"
71.12,5,0.2,9.779,2015-11-28,2015-12-02,Standard Class,CA-2015-111612,Eugene Barchas,Consumer,"Seth Thomas 13 1/2"" Wall Clock",Furnishings,Furniture,Columbus,Ohio,East,"United States"
3.01,2,0.2,0.564,2015-11-28,2015-12-02,Standard Class,CA-2015-111612,Eugene Barchas,Consumer,Staples,Fasteners,Office Supplies,Columbus,Ohio,East,"United States"
184.66,7,0.0,84.9436,2015-12-03,2015-12-05,Second Class,CA-2015-156853,Harold Pawlan,Home Office,Xerox 1935,Paper,Office Supplies,Concord,New Hampshire,East,"United States"
5.31,2,0.6,-1.5936,2014-10-17,2014-10-19,Second Class,CA-2014-103086,Evan Bailliet,Consumer,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furnishings,Furniture,Houston,Texas,Central,"United States"
132.52,5,0.2,34.7865,2016-05-03,2016-05-05,First Class,CA-2016-129280,Susan MacKendrick,Consumer,Logitech-áP710e Mobile Speakerphone,Accessories,Technology,Newark,Ohio,East,"United States"
195.64,5,0.2,-44.019,2016-05-03,2016-05-05,First Class,CA-2016-129280,Susan MacKendrick,Consumer,Tennsco Industrial Shelving,Storage,Office Supplies,Newark,Ohio,East,"United States"
51.97,2,0.2,10.3936,2016-05-03,2016-05-05,First Class,CA-2016-129280,Susan MacKendrick,Consumer,"Computer Room Manger, 14""",Furnishings,Furniture,Newark,Ohio,East,"United States"
431.98,3,0.2,-75.5958,2016-05-03,2016-05-05,First Class,CA-2016-129280,Susan MacKendrick,Consumer,Logitech-áVX Revolution Cordless Laser Mouse for Notebooks (Black),Accessories,Technology,Newark,Ohio,East,"United States"
224.94,3,0.7,-164.9538,2016-05-03,2016-05-05,First Class,CA-2016-129280,Susan MacKendrick,Consumer,Cisco 8961 IP Phone Charcoal,Machines,Technology,Newark,Ohio,East,"United States"
6.0,2,0.2,2.1,2016-05-03,2016-05-05,First Class,CA-2016-129280,Susan MacKendrick,Consumer,Avery 496,Labels,Office Supplies,Newark,Ohio,East,"United States"
11.76,2,0.0,5.7624,2015-06-01,2015-06-08,Standard Class,CA-2015-161242,Catherine Glotzbach,Home Office,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Paper,Office Supplies,Los Angeles,California,West,"United States"
1125.49,7,0.2,98.4802,2014-03-31,2014-03-31,Same Day,CA-2014-130428,Trudy Glocke,Consumer,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs,Furniture,Tampa,Florida,South,"United States"
12.65,5,0.7,-10.116,2014-03-31,2014-03-31,Same Day,CA-2014-130428,Trudy Glocke,Consumer,Ibico Plastic and Wire Spiral Binding Combs,Binders,Office Supplies,Tampa,Florida,South,"United States"
4.03,2,0.2,1.0584,2014-03-31,2014-03-31,Same Day,CA-2014-130428,Trudy Glocke,Consumer,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Art,Office Supplies,Tampa,Florida,South,"United States"
79.96,4,0.0,22.3888,2017-07-05,2017-07-07,First Class,CA-2017-104388,Damala Kotsonis,Corporate,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Phones,Technology,Fremont,Nebraska,Central,"United States"
6.73,6,0.7,-4.488,2015-09-24,2015-09-24,Same Day,CA-2015-113131,Maria Bertelson,Consumer,Accohide Poly Flexible Ring Binders,Binders,Office Supplies,Columbus,Ohio,East,"United States"
33.57,2,0.2,1.6784,2015-09-24,2015-09-24,Same Day,CA-2015-113131,Maria Bertelson,Consumer,"Tennsco Lockers, Sand",Storage,Office Supplies,Columbus,Ohio,East,"United States"
15.84,2,0.2,5.544,2015-09-24,2015-09-24,Same Day,CA-2015-113131,Maria Bertelson,Consumer,#6 3/4 Gummed Flap White Envelopes,Envelopes,Office Supplies,Columbus,Ohio,East,"United States"
24.42,1,0.2,7.9378,2015-09-24,2015-09-24,Same Day,CA-2015-113131,Maria Bertelson,Consumer,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Labels,Office Supplies,Columbus,Ohio,East,"United States"
17.12,5,0.2,1.926,2015-09-24,2015-09-24,Same Day,CA-2015-113131,Maria Bertelson,Consumer,Newell 347,Art,Office Supplies,Columbus,Ohio,East,"United States"
31.56,3,0.0,10.4148,2015-08-13,2015-08-13,Same Day,CA-2015-148495,Sandra Flanagan,Consumer,Ultra Door Pull Handle,Furnishings,Furniture,Pomona,California,West,"United States"
105.69,1,0.3,-28.6862,2015-05-26,2015-05-28,Second Class,CA-2015-143147,Pamela Stobb,Consumer,Novimex Swivel Fabric Task Chair,Chairs,Furniture,San Antonio,Texas,Central,"United States"
399.54,2,0.4,-79.908,2015-05-26,2015-05-28,Second Class,CA-2015-143147,Pamela Stobb,Consumer,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Machines,Technology,San Antonio,Texas,Central,"United States"
104.93,5,0.3,-4.497,2015-05-26,2015-05-28,Second Class,CA-2015-143147,Pamela Stobb,Consumer,"Global Stack Chair with Arms, Black",Chairs,Furniture,San Antonio,Texas,Central,"United States"
1079.85,3,0.0,323.955,2017-09-14,2017-09-16,First Class,CA-2017-152975,Roger Barcio,Home Office,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Phones,Technology,New York City,New York,East,"United States"
70.98,1,0.0,3.549,2017-09-14,2017-09-16,First Class,CA-2017-152975,Roger Barcio,Home Office,Sensible Storage WireTech Storage Systems,Storage,Office Supplies,New York City,New York,East,"United States"
29.95,5,0.0,8.6855,2017-09-14,2017-09-16,First Class,CA-2017-152975,Roger Barcio,Home Office,Bulldog Table or Wall-Mount Pencil Sharpener,Art,Office Supplies,New York City,New York,East,"United States"
589.41,5,0.1,-6.549,2017-09-14,2017-09-16,First Class,CA-2017-152975,Roger Barcio,Home Office,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Chairs,Furniture,New York City,New York,East,"United States"
9.65,6,0.2,3.4974,2016-06-07,2016-06-11,Standard Class,CA-2016-107475,Roy Skaria,Home Office,Ideal Clamps,Fasteners,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
400.78,1,0.2,-5.0098,2017-06-25,2017-06-27,Second Class,CA-2017-116127,Sarah Brown,Consumer,DMI Eclipse Executive Suite Bookcases,Bookcases,Furniture,New York City,New York,East,"United States"
53.72,4,0.0,13.9672,2017-08-26,2017-08-27,First Class,CA-2017-132584,Heather Jas,Home Office,"Neat Ideas Personal Hanging Folder Files, Black",Storage,Office Supplies,Detroit,Michigan,Central,"United States"
31.01,1,0.2,11.2404,2016-08-26,2016-08-28,First Class,CA-2016-160598,Stuart Van,Corporate,Xerox 1944,Paper,Office Supplies,Miami,Florida,South,"United States"
61.12,5,0.2,22.156,2016-11-18,2016-11-18,Same Day,CA-2016-108630,Bobby Elias,Consumer,Recycled Premium Regency Composition Covers,Binders,Office Supplies,Concord,California,West,"United States"
195.14,4,0.2,-43.9056,2017-04-17,2017-04-22,Standard Class,US-2017-129203,Brendan Murry,Corporate,Carina Media Storage Towers in Natural & Black,Storage,Office Supplies,Chicago,Illinois,Central,"United States"
121.54,4,0.2,15.192,2017-07-23,2017-07-28,Standard Class,CA-2017-110940,Annie Zypern,Consumer,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Art,Office Supplies,Wheeling,Illinois,Central,"United States"
17.47,3,0.2,5.6784,2014-05-11,2014-05-15,Standard Class,CA-2014-119172,Harold Dahlen,Home Office,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Paper,Office Supplies,Chicago,Illinois,Central,"United States"
104.58,9,0.8,-172.557,2014-05-11,2014-05-15,Standard Class,CA-2014-119172,Harold Dahlen,Home Office,Avery Arch Ring Binders,Binders,Office Supplies,Chicago,Illinois,Central,"United States"
24.7,5,0.6,-9.88,2016-07-28,2016-08-01,Standard Class,US-2016-105452,Barry Franz,Home Office,"Eldon Image Series Desk Accessories, Ebony",Furnishings,Furniture,Pasadena,Texas,Central,"United States"
302.72,5,0.6,-378.4,2016-07-28,2016-08-01,Standard Class,US-2016-105452,Barry Franz,Home Office,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furnishings,Furniture,Pasadena,Texas,Central,"United States"
8.56,2,0.0,3.852,2017-09-14,2017-09-19,Standard Class,CA-2017-108931,Henia Zydlo,Consumer,Xerox 1980,Paper,Office Supplies,New York City,New York,East,"United States"
11.56,2,0.0,5.6644,2017-09-14,2017-09-19,Standard Class,CA-2017-108931,Henia Zydlo,Consumer,Xerox 1987,Paper,Office Supplies,New York City,New York,East,"United States"
25.86,3,0.0,6.7236,2017-01-24,2017-01-29,Standard Class,CA-2017-104619,Keith Dawkins,Corporate,"Acco Six-Outlet Power Strip, 4' Cord Length",Appliances,Office Supplies,San Jose,California,West,"United States"
276.78,2,0.2,89.9548,2017-01-24,2017-01-29,Standard Class,CA-2017-104619,Keith Dawkins,Corporate,Ibico EB-19 Dual Function Manual Binding System,Binders,Office Supplies,San Jose,California,West,"United States"
110.35,3,0.2,8.2764,2017-01-24,2017-01-29,Standard Class,CA-2017-104619,Keith Dawkins,Corporate,Jensen SMPS-640 --áspeaker phone,Phones,Technology,San Jose,California,West,"United States"
60.84,3,0.0,19.4688,2015-09-19,2015-09-23,Standard Class,CA-2015-149517,Frank Carlisle,Home Office,"Seth Thomas 8 1/2"" Cubicle Clock",Furnishings,Furniture,Sacramento,California,West,"United States"
35.21,1,0.2,2.6406,2015-04-14,2015-04-18,Standard Class,CA-2015-116841,Theone Pippenger,Consumer,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Appliances,Office Supplies,Springfield,Oregon,West,"United States"
41.47,8,0.2,14.5152,2017-05-08,2017-05-11,Second Class,CA-2017-107797,Ed Braxton,Corporate,Xerox 1997,Paper,Office Supplies,Mansfield,Texas,Central,"United States"
239.5,5,0.0,114.96,2016-09-04,2016-09-09,Standard Class,CA-2016-117604,Jeremy Pistek,Consumer,Xerox 1886,Paper,Office Supplies,Jonesboro,Arkansas,South,"United States"
34.2,5,0.0,9.234,2014-05-19,2014-05-22,First Class,CA-2014-130155,Tamara Dahlen,Consumer,Acme Design Stainless Steel Bent Scissors,Supplies,Office Supplies,Virginia Beach,Virginia,South,"United States"
376.87,3,0.4,-213.5574,2016-06-17,2016-06-23,Standard Class,CA-2016-129861,Denise Monton,Corporate,Hon 2111 Invitation Series Corner Table,Tables,Furniture,Rochester,New York,East,"United States"
197.72,4,0.0,55.3616,2015-11-02,2015-11-05,First Class,CA-2015-138625,Emily Grady,Consumer,"Eureka Hand Vacuum, Bagless",Appliances,Office Supplies,Chesapeake,Virginia,South,"United States"
70.72,4,0.2,-6.188,2017-11-04,2017-11-09,Standard Class,US-2017-122672,Henry Goldwyn,Corporate,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Accessories,Technology,Lancaster,Ohio,East,"United States"
194.35,3,0.2,-43.7292,2017-11-04,2017-11-09,Standard Class,US-2017-122672,Henry Goldwyn,Corporate,"Carina 42""Hx23 3/4""W Media Storage Unit",Storage,Office Supplies,Lancaster,Ohio,East,"United States"
21.6,6,0.0,9.936,2017-12-05,2017-12-08,Second Class,CA-2017-117128,Bart Folk,Consumer,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Paper,Office Supplies,New York City,New York,East,"United States"
11.07,3,0.0,5.2029,2017-12-05,2017-12-08,Second Class,CA-2017-117128,Bart Folk,Consumer,Avery 52,Labels,Office Supplies,New York City,New York,East,"United States"
282.84,4,0.0,19.7988,2016-05-16,2016-05-19,Second Class,CA-2016-130638,Sanjit Chand,Consumer,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furnishings,Furniture,Los Angeles,California,West,"United States"
27.72,9,0.0,13.3056,2016-05-16,2016-05-19,Second Class,CA-2016-130638,Sanjit Chand,Consumer,Avery 481,Labels,Office Supplies,Los Angeles,California,West,"United States"
11.68,4,0.0,5.256,2017-10-24,2017-10-30,Standard Class,CA-2017-144365,Carlos Soltero,Consumer,Staples,Fasteners,Office Supplies,Jackson,Mississippi,South,"United States"
239.98,2,0.2,23.9984,2016-09-18,2016-09-22,Standard Class,CA-2016-110086,Bill Donatelli,Consumer,Polycom CX300 Desktop Phone USB VoIP phone,Phones,Technology,Woodland,California,West,"United States"
22.98,1,0.0,6.894,2014-11-11,2014-11-13,First Class,CA-2014-128524,Mary Zewe,Corporate,Belkin F5C206VTEL 6 Outlet Surge,Appliances,Office Supplies,Seattle,Washington,West,"United States"
102.13,7,0.0,15.3195,2014-11-11,2014-11-13,First Class,CA-2014-128524,Mary Zewe,Corporate,Belkin Standard 104 key USB Keyboard,Accessories,Technology,Seattle,Washington,West,"United States"
2033.58,2,0.2,762.594,2014-11-11,2014-11-13,First Class,CA-2014-128524,Mary Zewe,Corporate,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Binders,Office Supplies,Seattle,Washington,West,"United States"
5.76,2,0.0,1.6704,2016-08-22,2016-08-29,Standard Class,CA-2016-140256,Pauline Webber,Corporate,Newell 346,Art,Office Supplies,Los Angeles,California,West,"United States"
899.98,3,0.4,74.9985,2017-11-16,2017-11-21,Standard Class,CA-2017-160633,Bill Stewart,Corporate,Hewlett Packard 610 Color Digital Copier / Printer,Copiers,Technology,Bowling Green,Ohio,East,"United States"
86.35,3,0.2,5.397,2017-11-16,2017-11-21,Standard Class,CA-2017-160633,Bill Stewart,Corporate,Panasonic KP-380BK Classic Electric Pencil Sharpener,Art,Office Supplies,Bowling Green,Ohio,East,"United States"
139.96,5,0.2,-1.7495,2017-11-16,2017-11-21,Standard Class,CA-2017-160633,Bill Stewart,Corporate,Logitech Media Keyboard K200,Accessories,Technology,Bowling Green,Ohio,East,"United States"
16.7,6,0.2,1.2528,2014-09-26,2014-09-30,Standard Class,CA-2014-115133,Dianna Arnett,Home Office,Hoover Commercial Lightweight Upright Vacuum,Appliances,Office Supplies,Lancaster,Ohio,East,"United States"
3.15,2,0.2,0.4728,2014-09-26,2014-09-30,Standard Class,CA-2014-115133,Dianna Arnett,Home Office,Maxell CD-R Discs,Accessories,Technology,Lancaster,Ohio,East,"United States"
32.9,4,0.2,11.1024,2014-09-26,2014-09-30,Standard Class,CA-2014-115133,Dianna Arnett,Home Office,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Paper,Office Supplies,Lancaster,Ohio,East,"United States"
21.39,2,0.8,-54.5496,2017-06-29,2017-06-30,First Class,CA-2017-137449,Max Engle,Consumer,Belkin F9G930V10-GRY 9 Outlet Surge,Appliances,Office Supplies,Dallas,Texas,Central,"United States"
307.31,3,0.3,-39.5118,2017-06-29,2017-06-30,First Class,CA-2017-137449,Max Engle,Consumer,Bevis Round Conference Table Top & Single Column Base,Tables,Furniture,Dallas,Texas,Central,"United States"
410.0,3,0.32,-96.4704,2017-06-29,2017-06-30,First Class,CA-2017-137449,Max Engle,Consumer,O'Sullivan Plantations 2-Door Library in Landvery Oak,Bookcases,Furniture,Dallas,Texas,Central,"United States"
9.25,2,0.2,3.3524,2017-09-23,2017-09-25,First Class,CA-2017-103520,Maya Herman,Corporate,Xerox 1899,Paper,Office Supplies,Lubbock,Texas,Central,"United States"
14.67,3,0.0,6.7482,2014-11-23,2014-11-27,Standard Class,CA-2014-139283,Bobby Trafton,Consumer,UniKeep View Case Binders,Binders,Office Supplies,Detroit,Michigan,Central,"United States"
37.41,7,0.2,13.0928,2014-01-13,2014-01-18,Standard Class,CA-2014-118192,Michael Moore,Consumer,Xerox 1923,Paper,Office Supplies,Newark,Ohio,East,"United States"
3.44,2,0.7,-2.5212,2014-01-13,2014-01-18,Standard Class,CA-2014-118192,Michael Moore,Consumer,Avery Metallic Poly Binders,Binders,Office Supplies,Newark,Ohio,East,"United States"
7.15,3,0.2,2.3244,2016-05-31,2016-06-06,Standard Class,CA-2016-168844,Neoma Murray,Consumer,Avery Hidden Tab Dividers for Binding Systems,Binders,Office Supplies,New York City,New York,East,"United States"
179.7,6,0.0,88.053,2016-05-31,2016-06-06,Standard Class,CA-2016-168844,Neoma Murray,Consumer,Jackery Bar Premium Fast-charging Portable Charger,Phones,Technology,New York City,New York,East,"United States"
90.64,8,0.0,38.9752,2017-02-13,2017-02-17,Standard Class,CA-2017-154809,Mark Hamilton,Consumer,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Appliances,Office Supplies,Minneapolis,Minnesota,Central,"United States"
177.0,3,0.0,30.09,2014-10-14,2014-10-17,First Class,CA-2014-151330,Toby Carlisle,Consumer,WD My Passport Ultra 500GB Portable External Hard Drive,Accessories,Technology,Everett,Massachusetts,East,"United States"
79.45,7,0.0,22.246,2014-10-14,2014-10-17,First Class,CA-2014-151330,Toby Carlisle,Consumer,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Storage,Office Supplies,Everett,Massachusetts,East,"United States"
1628.82,9,0.0,260.6112,2014-10-14,2014-10-17,First Class,CA-2014-151330,Toby Carlisle,Consumer,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs,Furniture,Everett,Massachusetts,East,"United States"
137.54,2,0.0,55.016,2014-11-18,2014-11-25,Standard Class,CA-2014-124702,Maya Herman,Corporate,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furnishings,Furniture,Seattle,Washington,West,"United States"
730.2,4,0.0,94.926,2014-11-18,2014-11-25,Standard Class,CA-2014-124702,Maya Herman,Corporate,"Lesro Round Back Collection Coffee Table, End Table",Tables,Furniture,Seattle,Washington,West,"United States"
11.56,2,0.0,5.6644,2017-11-12,2017-11-15,Second Class,US-2017-125808,Emily Phan,Consumer,Xerox 1899,Paper,Office Supplies,Los Angeles,California,West,"United States"
4297.64,13,0.4,-1862.3124,2015-01-28,2015-01-31,Second Class,CA-2015-116638,Joseph Holt,Consumer,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Tables,Furniture,Concord,North Carolina,South,"United States"
20.65,5,0.0,9.499,2014-03-07,2014-03-12,Standard Class,CA-2014-104563,Craig Molinari,Corporate,Newell Chalk Holder,Art,Office Supplies,Seattle,Washington,West,"United States"
204.9,5,0.0,0.0,2014-03-07,2014-03-12,Standard Class,CA-2014-104563,Craig Molinari,Corporate,"Contico 72""H Heavy-Duty Storage System",Storage,Office Supplies,Seattle,Washington,West,"United States"
436.7,6,0.2,21.8352,2014-03-07,2014-03-12,Standard Class,CA-2014-104563,Craig Molinari,Corporate,Office Star - Task Chair with Contemporary Loop Arms,Chairs,Furniture,Seattle,Washington,West,"United States"
481.57,2,0.2,54.1764,2014-03-07,2014-03-12,Standard Class,CA-2014-104563,Craig Molinari,Corporate,"Global Leather and Oak Executive Chair, Black",Chairs,Furniture,Seattle,Washington,West,"United States"
89.54,7,0.2,12.3123,2017-06-08,2017-06-13,Standard Class,US-2017-107979,Frank Olsen,Consumer,Memorex Micro Travel Drive 16 GB,Accessories,Technology,Glendale,Arizona,West,"United States"
35.17,2,0.2,-8.3524,2017-06-08,2017-06-13,Standard Class,US-2017-107979,Frank Olsen,Consumer,Rogers Deluxe File Chest,Storage,Office Supplies,Glendale,Arizona,West,"United States"
72.59,2,0.7,-48.392,2017-06-08,2017-06-13,Standard Class,US-2017-107979,Frank Olsen,Consumer,GBC VeloBinder Electric Binding Machine,Binders,Office Supplies,Glendale,Arizona,West,"United States"
221.16,4,0.0,57.5016,2014-11-19,2014-11-24,Standard Class,CA-2014-150518,Mitch Webber,Consumer,Recycled Steel Personal File for Standard File Folders,Storage,Office Supplies,Coon Rapids,Minnesota,Central,"United States"
281.97,3,0.0,78.9516,2014-11-19,2014-11-24,Standard Class,CA-2014-150518,Mitch Webber,Consumer,Jabra SPEAK 410,Phones,Technology,Coon Rapids,Minnesota,Central,"United States"
3406.66,8,0.15,160.3136,2016-11-26,2016-11-30,Standard Class,CA-2016-107104,Maribeth Schnelling,Consumer,DMI Eclipse Executive Suite Bookcases,Bookcases,Furniture,Los Angeles,California,West,"United States"
37.17,9,0.0,10.4076,2016-11-26,2016-11-30,Standard Class,CA-2016-107104,Maribeth Schnelling,Consumer,Newell 31,Art,Office Supplies,Los Angeles,California,West,"United States"
64.96,2,0.0,19.488,2016-11-26,2016-11-30,Standard Class,CA-2016-107104,Maribeth Schnelling,Consumer,Belkin F9S820V06 8 Outlet Surge,Appliances,Office Supplies,Los Angeles,California,West,"United States"
595.38,6,0.0,297.69,2016-11-26,2016-11-30,Standard Class,CA-2016-107104,Maribeth Schnelling,Consumer,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furnishings,Furniture,Los Angeles,California,West,"United States"
95.98,2,0.2,11.998,2017-01-23,2017-01-27,Standard Class,CA-2017-161893,Harold Pawlan,Home Office,Logitech Wireless Anywhere Mouse MX for PC and Mac,Accessories,Technology,Tucson,Arizona,West,"United States"
4.94,2,0.7,-3.6212,2017-01-23,2017-01-27,Standard Class,CA-2017-161893,Harold Pawlan,Home Office,Wilson Jones data.warehouse D-Ring Binders with DublLock,Binders,Office Supplies,Tucson,Arizona,West,"United States"
97.44,3,0.0,35.0784,2014-09-22,2014-09-29,Standard Class,CA-2014-156160,Adam Shillingsburg,Consumer,"Computer Room Manger, 14""",Furnishings,Furniture,New York City,New York,East,"United States"
3.98,1,0.2,1.3944,2014-09-22,2014-09-29,Standard Class,CA-2014-156160,Adam Shillingsburg,Consumer,Cardinal Holdit Business Card Pockets,Binders,Office Supplies,New York City,New York,East,"United States"
13.04,4,0.0,5.7376,2014-09-22,2014-09-29,Standard Class,CA-2014-156160,Adam Shillingsburg,Consumer,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Art,Office Supplies,New York City,New York,East,"United States"
579.53,4,0.1,83.7096,2014-09-22,2014-09-29,Standard Class,CA-2014-156160,Adam Shillingsburg,Consumer,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs,Furniture,New York City,New York,East,"United States"
18.75,5,0.0,9.0,2014-03-26,2014-03-30,Second Class,CA-2014-100860,Cindy Stewart,Consumer,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Labels,Office Supplies,Pomona,California,West,"United States"
3023.93,9,0.2,226.7946,2016-06-06,2016-06-11,Standard Class,CA-2016-160717,Maria Etezadi,Home Office,Samsung Galaxy Mega 6.3,Phones,Technology,Santa Barbara,California,West,"United States"
26.96,2,0.0,3.7744,2016-06-06,2016-06-11,Standard Class,CA-2016-160717,Maria Etezadi,Home Office,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Accessories,Technology,Santa Barbara,California,West,"United States"
